Date,GDP251  ,PI074   ,FYFF    ,PSCCOMR ,FMRNBA  ,FMRRA   ,FM2,GDP252  ,IPS10   ,UTL11   ,LHUR    ,HSFR    ,PWFSA   ,GDP273  ,CES275R  ,FM1     ,FSPIN   ,FYGT10  ,EXRUS   ,CES002  ,Sfygt10,HHSNTN  ,PMI     ,PMDEL   ,PMCP    ,GDP256  ,LBOUT   ,PMNV    ,GDP263  ,GDP264  ,GDP265  ,LBMNU   ,PMNO    ,CCINRV  ,BUSLOANS,PMP     ,GDP276_1,GDP270  ,GDP253  ,LHEL    
11\1\1969,-0.002066648,0.000693164,-0.043333333,0.000249581,0.011635069,0.01209227,0.000972691,0.003399963,-0.002730911,85.20323333,0,3.11804416,0.001449947,-0.000353708,0.002271701,0.001559474,0.000516311,0.44,-0.00341781,0.00131158,-0.056666667,-6.4,53.26666667,65.9,83.1,-0.023913678,-0.001155617,53.76666667,0.014796439,-0.004817968,-0.006466365,-0.001321225,50.16666667,-0.000987592,3.02E-05,51.56666667,-0.00034712,-0.001019404,-0.002169383,-0.666666667
2\1\1970,-0.000725089,0.000280946,-0.366666667,0.004479878,-0.007847656,-0.011821286,-0.002120274,0.002604762,-0.010651592,81.87096667,0.6,3.092135579,-0.002300027,8.45E-06,0.001317628,0.001099868,-0.027830735,0.07,-0.000943976,0.000547172,0.156666667,-4.2,47.66666667,54.96666667,74.3,-0.013926155,0.001855506,50.06666667,0.003736021,-0.001403905,-0.002330856,-0.001712304,45.6,-0.001129094,-0.003748166,47.1,0.000203161,0.000859207,-0.007712207,-7.333333333
5\1\1970,0.000815641,-0.000856502,-0.693333333,-0.010043292,-0.003002661,0.000246472,0.001317271,0.00201518,-0.002395631,80.477,0.6,3.118264726,-0.002980998,-0.000322606,0.002777848,-0.001373883,-0.050311379,0.346666667,-0.001801863,-0.002113624,1.036666667,-3.533333333,47.76666667,60.66666667,75.73333333,0.001456688,0.00533525,43.33333333,0.018709494,0.00847608,-0.005656022,-0.005762973,48.06666667,-0.003221683,-0.001503884,46.8,-0.00022339,-0.00144444,0.004405134,-7.666666667
8\1\1970,0.003842292,-0.001563746,-1.176666667,-0.014062846,0.002248093,0.005676934,0.006780412,0.003777171,-0.001557571,79.17226667,0.4,3.171238756,0.001473425,-0.00050891,0.003169741,0.002466198,-0.00179008,-0.253333333,-0.004144935,-0.001664046,1.133333333,2.5,46.96666667,47.46666667,70.53333333,0.007297195,0.007552344,45.46666667,-0.001433461,-0.000960364,0.00191078,-0.002209046,49.5,0.003263218,0.008116833,49.76666667,-2.82E-05,0.00392088,0.001191719,-5
11\1\1970,-0.004680611,0.001786086,-1.136666667,-0.019872096,0.01792194,0.000176292,0.001819766,-0.001235581,-0.009491723,76.43733333,0.666666667,3.232148706,0.002180338,0.001413949,-0.000392372,0.002031776,0.040147299,-0.606666667,-0.000745776,-0.003835885,1.5,-2.4,42.5,38.1,66.8,-0.026131925,-0.002587429,45.46666667,0.003996022,0.006737543,2.96E-05,-0.003331724,46.4,-0.002416244,-0.004233081,43.13333333,0.000868008,-0.000717513,-0.032496048,-4
2\1\1971,0.011878689,-0.002619168,-1.71,-0.006681964,-0.014018129,0.000826114,0.002215161,0.00827275,0.008293422,77.5853,0.1,3.261580046,-0.000766036,-0.001572901,0.00705825,-0.000534645,0.049466316,-0.836666667,-0.001990556,0.001543917,2.176666667,3.1,51.3,43,65.56666667,0.053182873,0.012387638,48.86666667,0.001622883,-0.005207966,-0.007092261,0.002043484,58.13333333,0.003241249,0.001600204,54.96666667,-0.000158017,0.005031676,0.046316788,-1.333333333
5\1\1971,0.002442583,0.000329105,0.706666667,-0.004544484,-0.002650826,-0.001429373,0.002698139,0.0039855,0.003916113,77.71953333,-0.033333333,3.305423029,0.000686007,0.000816532,0.003267343,0.001910647,0.023777455,0.23,-0.001126227,0.001861901,1.996666667,0.766666667,54.16666667,48.73333333,73.5,0.013123026,0.000429632,56.53333333,-0.000868647,0.031604764,-0.001369161,0.001397443,58.16666667,0.003573371,-0.001630263,57.46666667,-7.53E-06,0.004806931,0.00972071,1.666666667
8\1\1971,0.003431534,0.00031988,0.91,-0.007474583,-0.00915547,0.003388479,-0.003690994,0.003444651,0.001337526,77.4742,0.133333333,3.320976677,-0.002885618,-0.000633412,0.002625432,-0.00165973,-0.013307475,0.236666667,-0.005552971,0.001415377,1.473333333,1.833333333,54.36666667,48.66666667,65.76666667,0.005772995,0.005016591,50,0.017496834,0.009499323,-0.000354277,6.07E-06,59.06666667,0.001317843,0.003665033,57.23333333,-0.000565842,0.003330155,0.011308863,1
11\1\1971,0.001239165,-0.001099916,-0.723333333,-0.008890761,0.014466893,-0.009493568,-0.00114353,0.007192317,0.009951338,79.21146667,-0.1,3.342751567,0.00141458,-0.001578934,0.002592616,-0.003417857,-0.0094755,-0.593333333,-0.010891148,0.002366019,1.66,0.866666667,54.96666667,51.7,56.9,-0.013602331,-0.003503632,42.46666667,-0.038001205,-0.030545282,-0.003262343,0.004621867,60.1,0.002837025,-0.003845154,60.26666667,-0.001476975,0.005625143,0.018912536,1.333333333
2\1\1972,0.007649694,0.000327126,-1.21,0.019356951,-7.24E-05,0.005427641,0.001277125,0.005718319,0.017961841,81.80236667,-0.166666667,3.381295623,0.000684819,0.00194282,0.006109678,0.004411638,0.040939693,0.143333333,-0.018020505,0.004922931,2.596666667,9.533333333,60,54.96666667,75.76666667,0.029504527,0.004277009,50.53333333,0.04372606,0.059312136,0.001585032,0.005261564,65.13333333,-0.000945283,0.001626069,65.6,0.00077478,0.006909007,0.010427195,4.666666667
5\1\1972,0.010140288,-0.000723674,0.76,0.018216063,-0.00332683,0.005144577,-0.002118915,0.008132742,0.008296481,82.86443333,-0.066666667,3.35050645,-0.00037712,-0.002018094,0.003924519,-0.001385606,0.014168131,0.11,-0.00383927,0.004997908,2.373333333,-4.233333333,59.76666667,56.26666667,71.66666667,0.025884841,0.010368837,51.66666667,-0.01282596,-0.015728188,0.002664044,0.003101885,64,0.002321249,0.007415924,63.5,-0.000879034,0.006885418,0.010456101,3
8\1\1972,0.004116664,0.000673156,0.44,0.008376655,-0.011214135,-0.005112594,0.003598156,0.00661799,0.005667698,83.41656667,-0.133333333,3.37505365,0.002050313,0.001244985,0.002216115,0.001934847,0.005147254,0.146666667,0.000922769,0.003159934,2.07,5.733333333,62.3,63.36666667,69.5,0.006039343,0.001118079,53,0.025417442,0.008920321,-0.009046862,0.002436383,66.36666667,-0.001848116,-0.00272197,65.6,0.000920542,0.002961314,0.011170269,4.333333333
11\1\1972,0.007053199,0.000998854,0.403333333,0.018295072,0.006284782,0.007840727,-0.00016776,0.010004775,0.014633788,85.7105,-0.2,3.384532615,-0.001768018,-0.000244408,0.004834028,0.001521853,0.017526888,0.083333333,0.002858362,0.005815221,1.51,-3.3,69.13333333,76.06666667,74.83333333,0.002105137,0.004467779,62.96666667,0.017984912,0.019146394,0.002710999,0.004513598,71.9,0.001990032,0.003878636,70.46666667,-0.00015726,0.01004938,0.022948023,7.333333333
2\1\1973,0.010889768,0.002315782,1.393333333,0.046215455,-0.015722137,-0.003530868,-0.003994648,0.00776878,0.012345497,87.65393333,-0.433333333,3.376272723,0.00970275,0.001682269,0.002313566,-0.00191221,0.005325365,0.23,-0.015657546,0.006566945,0.903333333,-12.36666667,70.43333333,85.46666667,86.9,0.026879607,0.008134352,62.16666667,0.030740979,0.019618509,0.004216521,0.006509594,70.53333333,0.005797973,0.015154662,69.1,0.001931229,0.008727125,0.026829023,7
5\1\1973,0.004991889,0.002208476,1.28,0.049618607,0.002327978,-0.010988527,-0.00311393,-0.000227433,0.003365117,87.53566667,0,3.330210785,0.000901119,0.003022792,-0.001860116,-0.003506394,-0.029957605,0.203333333,-0.019131209,0.004038643,0.203333333,-6.733333333,65.83333333,86.3,88.4,0.019751562,0.001289119,60.3,0.020457065,-0.012711731,-0.002555417,0.004519683,63.46666667,-0.004381913,-0.0009715,62.5,-0.001389854,-7.04E-05,-0.005674216,-0.333333333
8\1\1973,-0.002316504,-0.00050531,2.743333333,0.075624148,0.007920793,0.004886536,-0.001027974,0.001548325,0.003868452,87.3237,-0.133333333,3.304490528,-0.00106262,-0.000485333,-0.000148986,-0.000115065,-0.008253077,0.4,-0.012055418,0.002698424,-1.116666667,-3.566666667,61.33333333,87.33333333,82.6,-0.017329779,-0.005923755,62.8,0.001476846,-0.012166184,-0.005595285,0.002921748,56.1,-0.002395542,-0.008746866,55.86666667,3.99E-05,-0.000402581,-0.004450703,0.666666667
11\1\1973,0.004123808,0.00236609,-0.563333333,-0.002316652,0.022896237,0.000266768,-0.000492222,-0.001289887,0.00640355,88.07986667,-0.033333333,3.215461308,-0.005862288,0.001013106,-0.001603787,0.000498806,-0.012069005,-0.453333333,0.012212868,0.00403347,-0.746666667,0.733333333,65.96666667,92.76666667,94.9,0.01650998,0.001902509,64.7,0.020857581,0.003297696,0.003139483,0.002154757,63.2,-0.002317218,-0.014261437,58.8,0.000352275,-0.000897084,-0.011297219,-1.333333333
2\1\1974,-0.003779478,0.001883229,-0.673333333,0.054571551,-0.010310868,0.001248449,0.002380993,-0.003757273,-0.00396463,86.55193333,0.366666667,3.200303183,0.014135578,0.003820115,-0.007155257,0.001627022,-0.031292721,0.3,0.017494461,0.001828887,-0.563333333,-11.7,60.83333333,89.83333333,94.3,-0.029088472,-0.00602736,59.96666667,0.005478028,-0.015066674,0.009029915,-0.001857492,56.56666667,-0.002722075,0.007323153,53.8,-0.001672864,-0.00217479,-0.011189085,-3.666666667
5\1\1974,0.001256947,-0.001256022,1.926666667,-0.011080501,-0.040372833,0.000408332,-0.00273206,0.001737368,0.000431358,85.73063333,0.066666667,3.180508177,-0.008016529,-0.000742988,-0.00113592,-0.00302381,-0.019183754,0.49,-0.01697528,0.001368881,-0.61,8.633333333,56.76666667,76.56666667,91.46666667,-0.001731692,0.001746917,59.23333333,0.020635944,0.022469601,0.002874476,0.001136699,53.3,-0.001564009,0.017003152,52.16666667,-0.000201125,0.000689019,0.002569948,0.333333333
8\1\1974,-0.004227151,0.000575105,0.84,0.007715263,0.005614117,-0.003667674,-0.000585181,0.001937222,-0.00183581,84.73043333,0.433333333,3.080145274,0.007242536,-0.000486226,0.001856841,-0.000252167,-0.078815768,0.42,0.01158932,-0.000119352,-0.226666667,-4,51.3,62.43333333,85.83333333,-0.025040335,-0.003736498,55.53333333,-0.024065053,-0.007651877,0.00064693,-0.00151252,48,-0.001358343,-0.010059608,49.3,0.002064181,0.0001316,0.002790942,-6
11\1\1974,-0.001706425,0.001083221,-2.743333333,-0.032791785,0.083577504,-0.000701091,0.00197108,-0.006309474,-0.017297572,80.5108,0.966666667,3.010158562,-0.000921885,-0.000633185,0.000912567,0.001398667,-0.04104619,-0.293333333,-0.000934873,-0.004211749,0.31,-5.833333333,37.16666667,34.16666667,70.46666667,0.003927109,0.00364063,45.23333333,0.011172861,-0.004379898,0.001535384,-0.007237324,32.5,-0.006022397,-0.012112706,39.53333333,0.002216124,-0.007565568,-0.04525571,-12.66666667
2\1\1975,-0.005230298,-0.003951085,-3.043333333,-0.053693695,-0.035414724,-0.00381919,0.001613171,0.003696857,-0.029627641,73.51476667,1.666666667,2.989598117,-0.014926171,-0.00272742,0.001006693,-0.002528252,0.054595992,-0.13,-0.013858073,-0.009723245,1.79,0.566666667,32.23333333,17.56666667,47.86666667,-0.083529916,0.006152375,32.7,0.003071742,-0.045855325,0.005240064,-0.013844244,36.6,0.001234669,-0.010633919,36,0.001874587,-0.000649347,0.009055267,-9
5\1\1975,0.003167705,-0.003983204,-0.883333333,-0.023451254,-0.01710129,0.007915529,0.007421228,0.007024451,-0.005895221,71.8107,0.6,3.029789471,0.001718217,-0.002593987,0.000570459,0.003836431,0.056765268,0.51,0.002605727,-0.003598717,2.656666667,15.36666667,41.26666667,23.1,44,-0.01601889,0.006887148,28.86666667,-0.012848261,-0.036279029,-0.003333965,-0.004024343,48.23333333,-0.004311962,-0.006740965,49.7,-0.002869401,0.002847843,0.007953602,0
8\1\1975,0.007289584,0.00342032,0.74,0.011245139,-0.006533623,-0.000241404,-8.63E-05,0.006126441,0.010719462,73.7147,-0.4,3.096910013,0.004109555,0.00261188,-0.000999585,0.001534659,-0.008022191,0.246666667,0.01923327,0.003270675,1.966666667,2.8,51,35.86666667,65.13333333,0.035270136,0.004201426,28.96666667,-0.007375948,0.034682614,0.007614269,0.003953647,59.7,0.003446717,0.002651376,59.73333333,4.91E-05,0.007124657,0.027250927,3
11\1\1975,0.00565953,-0.000691388,-0.746666667,-0.024851393,0.004997113,-0.003524452,-0.005184451,0.004496341,0.009357436,75.15673333,-0.166666667,3.12764463,-0.002412974,-0.00078371,-0.001150052,-0.005121883,0.006502083,-0.233333333,0.00556757,0.004360569,2.436666667,0.766666667,54.96666667,44.26666667,70.16666667,0.012317942,0.000857272,40.3,0.023894238,0.022579324,0.003664285,0.007389864,63.16666667,0.007564581,0.003627637,61.56666667,0.00160399,0.004831893,0.012509452,2.333333333
2\1\1976,0.009663743,-0.002981589,-0.586666667,-0.009034709,-0.003774348,-0.000759825,0.003228019,0.008561797,0.01319566,77.19506667,-0.566666667,3.15896526,-0.008040464,-0.002526329,0.004280853,0.00338058,0.048887445,-0.31,0.001202889,0.006751461,2.836666667,8.466666667,59.56666667,55.6,72.56666667,0.042612781,0.006050357,46.73333333,-0.003045803,0.026379077,0.001033095,0.007129489,64.7,0.004653108,-0.000723461,64.56666667,-0.000925371,0.008265002,0.021978279,4
5\1\1976,0.003230515,-0.00108124,0.37,0.018801776,0.000262388,0.002184626,-0.000736714,0.003849851,0.00545164,77.9566,-0.166666667,3.161268153,0.00312703,-0.001044459,0.00381131,0.001037141,0.009979214,0.02,0.006198948,0.003673209,2.616666667,0.633333333,59.2,58.06666667,78,0.018444032,0.002954453,51.86666667,0.004385805,0.018429089,-0.004784313,0.000148124,62.7,-0.002046508,-0.00241759,61.7,-0.001185989,0.002516243,0.001775812,2
8\1\1976,0.002074846,0.003008222,0.086666667,0.002761947,0.000445198,-5.46E-05,-0.00146163,0.004517607,0.005406812,78.54183333,0.166666667,3.192288613,0.000453324,0.002845175,0.00344985,-0.002973633,0.009816963,-0.043333333,-0.001978165,0.002489816,2.58,4.5,54.66666667,53.93333333,76.03333333,0.000603339,0.000118211,50.8,0.012437958,0.017378807,-0.002288232,0.001728176,57,-0.001083705,0.009877157,54.26666667,0.001782268,0.003071834,0.004961653,0.333333333
11\1\1976,0.00309845,-0.000604914,-0.41,-0.029447227,0.005406936,0.004719043,0.004067117,0.005676509,0.007763585,79.20773333,0.033333333,3.228229208,0.003493002,0.000181928,0.000985643,0.003303156,-0.009323339,-0.54,0.002358113,0.002771307,2.516666667,0.8,53.93333333,49.83333333,70.86666667,0.002418637,0.002771541,48.4,0.004398208,0.014148095,-0.000327877,0.002319924,57.2,0.003214243,0.00222491,56.7,0.00126079,0.006897357,0.007194205,2.333333333
2\1\1977,0.005213482,0.001625877,-0.213333333,0.024217286,-0.005454215,-0.004638542,-0.00093682,0.005116445,0.008986635,80.66383333,-0.266666667,3.265839415,0.001494715,0.000866094,0.001772188,0.002619241,-0.005256064,0.163333333,0.0008318,0.005507675,2.723333333,-1.333333333,56.06666667,56.66666667,78.7,0.021311921,0.002181198,52.66666667,-0.007026474,0.020105875,0.0039255,0.004597415,59.16666667,-0.029873586,0.002429108,56.73333333,0.001548968,0.0065181,0.017959684,4.666666667
5\1\1977,0.0084443,-0.00038129,0.496666667,5.82E-05,-0.001455349,0.000689753,-0.002977381,0.002344842,0.012976908,82.78843333,-0.366666667,3.282999531,-0.000390737,-0.000229101,0.001285225,-0.001878181,-0.013960551,0.016666667,-0.00208982,0.006501454,2.53,-0.9,57.8,54.43333333,75.46666667,0.032077171,0.00099491,53.4,0.011537386,0.003971036,0.004476969,0.00820836,60.96666667,0.035610785,0.002351828,61.56666667,-0.001152695,0.006255637,0.009752424,5
8\1\1977,0.007708171,-0.001547874,0.663333333,-0.036161311,-0.00455731,0.004570854,-0.001654594,0.004117094,0.005007889,83.14243333,-0.233333333,3.302979937,-0.002587882,-0.000890913,0.001289911,-0.001640064,-0.006527662,-0.013333333,-0.002247153,0.005411766,1.86,-2.333333333,55.5,56.16666667,68.26666667,0.023215907,0.005554976,48.93333333,0.003338115,-0.006109579,0.000792841,0.004621763,58.23333333,-0.002388469,0.000792167,56.46666667,-0.000812797,0.003694112,0.005748037,4.333333333
11\1\1977,-4.43E-05,0.000386604,0.693333333,0.004669282,0.001260004,-0.00453673,-0.000987801,0.006476317,0.002838076,83.1854,-0.233333333,3.317087862,0.002116862,-0.000316781,0.001951138,0.001616867,-0.018565115,0.24,-0.009663464,0.005193289,1.486666667,-4.6,57.1,55.66666667,64.56666667,-0.011939841,-0.00511106,48.26666667,-0.014191826,0.00608844,-0.001393792,0.004224263,59,-0.000238945,-0.002313324,60.13333333,-0.000578628,0.005130382,0.008454429,7
2\1\1978,0.001396674,0.001058219,0.243333333,0.021942728,0.023445584,0.005592218,-0.00086492,0.002457054,-0.001418062,82.48316667,-0.333333333,3.262292848,-0.000563508,0.001072112,0.001412225,0.000660809,-0.021656036,0.413333333,-0.013844629,0.004474684,1.616666667,-2.366666667,56.1,59.3,72.6,0.008130719,-0.001739414,50.66666667,0.01012804,0.028195167,0.000708176,0.001997967,57.8,0.000110334,0.006573402,56.43333333,-0.001154055,0.002281849,-0.011586695,4.333333333
5\1\1978,0.016784117,0.002352802,0.526666667,0.006384233,-0.027575871,-0.002953322,-2.21E-06,0.00916956,0.016849535,84.43526667,-0.333333333,3.325104983,0.003670063,0.001605484,0.002594974,0.00158616,0.032324547,0.31,-0.004029082,0.008578022,1.843333333,-3.4,59.46666667,58.53333333,80.93333333,0.029038036,0.008590018,53.7,0.043057964,0.001384553,0.011566449,0.012520869,62.56666667,0.00507191,0.004680849,61.43333333,6.18E-05,0.013392583,0.032657676,7.333333333
8\1\1978,0.004258486,0.000224384,0.816666667,0.006872729,0.009929383,0.002089929,-1.56E-05,0.001890237,0.004133736,84.5943,0.033333333,3.305208014,-0.001695666,-0.001340472,0.002318603,-0.003265733,0.026215554,0.17,-0.020791758,0.00519532,1.176666667,-1.133333333,61,60,85.06666667,0.013069579,0.000899855,55.86666667,0.00475571,0.00565046,0.003438327,0.003640083,62.43333333,-0.002499677,-0.005655967,65,0.000423125,0.004071636,-0.006282303,1
11\1\1978,0.00568019,-1.01E-05,1.483333333,0.019759346,-0.00048404,-0.010084459,2.52E-05,0.003511243,0.007765013,85.592,-0.133333333,3.309559198,-0.00018747,0.000565838,0.002182542,-0.000571484,-0.018117661,0.33,-0.006399966,0.005353749,0.25,-6.833333333,60.26666667,64.23333333,85.13333333,0.009496659,0.001359874,55.56666667,0.016948799,0.006001044,0.003917977,0.005235703,60.2,-0.005071411,-0.004424201,61.23333333,0.001799882,0.004624129,0.003238109,5
2\1\1979,0.000845657,0.000823088,0.49,0.020727399,-0.012209316,-0.005879866,-0.00171793,0.002267178,0.001787529,85.194,-0.033333333,3.221588095,0.004714147,-8.10E-05,0.000749382,-0.000747656,0.011374226,0.286666667,0.004949184,0.004272784,-0.276666667,-4.666666667,58.13333333,65.7,86.66666667,0.000327322,-0.002669372,52.6,0.000354961,-0.001289994,-0.003897263,0.00307199,57.53333333,0.004100297,0.008265266,58.4,-0.001913703,0.001272002,-0.004500227,-2
5\1\1979,0.000413937,0.002789796,0.106666667,0.007269957,0.002110036,0.009601954,0.003854465,-0.000165278,-0.000607721,84.32883333,-0.166666667,3.266153269,-0.003067225,0.003577822,-0.002994071,0.005819876,0.007604736,0.006666667,0.006994729,0.003544846,-0.263333333,-4.9,54.43333333,66.9,87.3,-0.001208223,-0.000842345,52.66666667,0.00114741,0.00240362,0.004567334,0.001759372,52.2,-0.002859391,0.002734391,52.6,0.000836426,0.000144891,-0.010149479,2
8\1\1979,0.003116664,0.000177159,0.766666667,-0.002327068,0.02006454,0.006726014,-2.26E-05,0.004276921,-0.001571694,83.5074,0.166666667,3.252853031,0.001599747,-0.001066317,-0.002093549,-0.002491786,0.019401742,-0.01,-0.00758963,0.002000991,-0.57,-4.166666667,50.13333333,53.66666667,87.9,-0.008647135,-0.000109515,52.5,0.015330606,-0.006686045,0.000614461,0.003622252,48.46666667,-0.001117002,-0.00334968,48.9,0.002742246,0.004214714,0.012418657,0
11\1\1979,0.001271559,-0.000232733,2.63,-0.004090887,-0.015331235,0.002278999,-0.003741526,0.001247417,0.001658885,82.94386667,0.1,3.195253724,0.003960794,-0.000231287,-0.00242838,-0.006309029,0.00028238,1.343333333,0.007979453,0.001770087,-1.396666667,1.966666667,47.26666667,45.3,86.4,-0.008118877,-0.000948463,44.6,0.026426529,0.009305221,0.002828936,0.000847336,46.03333333,-0.000848758,-0.006986246,49.93333333,0.001822199,0.000573493,-0.011493526,-1
2\1\1980,0.00138218,0.003269726,1.47,-0.002479111,0.004509734,-0.00651173,0.001120932,-0.000687787,0.001784827,82.5744,0.333333333,3.095518042,0.00045094,0.002449357,-0.005013783,0.00477916,0.024470239,1.54,0.000405693,0.001384908,-1.366666667,0.1,46.66666667,42.4,83.83333333,-0.003445186,0.002479172,44.66666667,0.012016282,0.000457212,0.006939392,-0.001031976,47.5,-0.003594894,0.002247846,49.4,-0.004966005,-0.000185459,-0.005855991,-7
5\1\1980,-0.008851254,-0.002394511,-2.36,-0.045744609,0.008857732,-0.00715894,-0.001111863,-0.009797971,-0.018677895,77.8798,1.033333333,3.024485668,-0.005425749,-0.002401004,0.000129561,-0.010335574,-0.010782454,-1.51,-0.001169424,-0.004031006,0.86,-3.533333333,32.36666667,33.03333333,70.56666667,-0.040855923,-0.005033302,38.63333333,0.008068809,-0.032836943,0.001352062,-0.007643692,27.26666667,-0.013054253,-0.012784631,32.5,0.001195573,-0.012739933,-0.051491861,-16.33333333
8\1\1980,-0.000725638,-0.006336526,-2.85,0.02144342,0.010237781,0.012765408,0.006506437,0.004700326,-0.007050326,75.72646667,0.333333333,3.143639235,0.002641549,-0.000372559,0.001576416,0.017329649,0.059852125,0.476666667,-0.011686941,-0.001778961,1.8,12.5,43.53333333,39.2,64.76666667,-0.034228417,0.000518646,37.46666667,-0.000892421,-0.032437507,-0.00604015,-0.001995917,48.03333333,0.00226244,0.002575607,45.7,0.001988647,0.002433029,0.020240747,0.333333333
11\1\1980,0.007981679,0.003932095,6.016666667,0.002825619,-0.02416637,0.005665164,-0.003803395,0.005742478,0.016531345,78.5303,-0.266666667,3.1775365,-0.004997665,0.000646414,0.001713264,-0.00404851,0.036253202,1.47,0.010041175,0.003992951,-1.19,8.2,55.56666667,47.8,75.5,0.042261285,0.004558311,45.83333333,-0.002540987,0.022760739,-0.000425028,0.005325722,60.06666667,0.006295289,0.019333574,61.56666667,0.001712368,0.006419381,0.013739248,3.333333333
2\1\1981,0.008714092,-0.000158404,0.716666667,-0.03596936,0.01463769,-0.013572128,-0.001757015,0.001851786,0.000981798,78.00243333,0.033333333,3.135556664,0.00230401,0.000461258,-0.001559787,-0.004877135,-0.007537921,0.536666667,0.01563273,0.002564932,-1.43,-4.933333333,49.2,48.96666667,73.26666667,0.041638012,0.008173059,43.8,0.00799839,0.018076366,0.005746378,0.002387966,50,0.000810284,-0.011866401,51.83333333,-0.002437106,0.002857629,0.012761193,-1.333333333
5\1\1981,-0.003403149,-0.00288736,1.21,-0.01665219,-0.015342034,0.007166952,0.004221048,0.000102646,0.001055937,77.85613333,-0.033333333,3.072494985,-0.000277152,-0.003949538,0.001824377,0.005153539,0.002186375,0.79,0.027829854,0.002112767,-1.156666667,7.166666667,51.93333333,49.76666667,69.06666667,-0.020993559,-0.004029468,47.5,0.002422849,0.000764745,0.000938195,0.000155391,53.26666667,0.001189362,-0.0001971,55.96666667,3.83E-05,0.00074312,-0.017998675,-0.333333333
8\1\1981,0.005222783,0.00296817,-0.203333333,-0.008317652,0.012556436,-0.007573227,-0.003960326,0.001715721,0.004566873,77.29873333,0,2.984077034,-0.007082076,6.38E-06,0.002671684,-0.009900272,-0.02597686,1.096666667,0.022620421,0.001692056,-0.206666667,-2.233333333,45.83333333,46.8,66.1,0.026224951,0.005691663,44.53333333,-0.009332523,-0.004954406,-0.000984825,-0.000150377,45.66666667,-0.00042802,0.004346339,46.96666667,0.001187605,0.000885017,0.013856775,-2.333333333
11\1\1981,-0.00544953,-0.004926086,-3.99,-0.034690913,0.004691953,-0.002019914,0.003439992,-0.003292296,-0.009654998,74.79853333,0.833333333,2.941180037,0.000855704,-0.00057131,0.001362359,0.004069297,-0.015465043,-0.76,-0.015355156,-0.002135387,2.336666667,-10.3,37.96666667,39.8,56.86666667,-0.01728093,-0.006281189,42.8,0.001949912,0.012251969,0.003991986,-0.001677726,37.36666667,-0.00057884,-0.001652785,37.6,-0.000386024,-0.001518278,-0.033407446,-8.666666667
2\1\1982,-0.007179125,-0.003160987,0.64,-0.013267188,-0.025689819,0.00445003,-0.001349076,0.002849077,-0.008740024,72.5597,0.6,2.944482672,-0.000633853,-0.001101002,0.003954863,0.004972369,-0.030335705,0.206666667,0.015467312,-0.003374467,1.48,0.266666667,37.76666667,39.1,43.16666667,-0.047939425,-0.002643759,33.9,-0.01915491,-0.012536793,-0.000455696,-0.007047499,39.63333333,0.001152854,0.008011174,39.03333333,-0.002821274,-0.000642648,0.014719208,-5
5\1\1982,0.002324346,0.002386615,0.286666667,-0.016793786,0.014967857,-0.007476569,-0.000539676,0.001532295,-0.005729213,71.70253333,0.6,2.976808337,-0.002072911,-0.001331626,9.30E-05,-0.005673242,-1.14E-05,-0.363333333,0.015463225,-0.002715842,1.51,2.833333333,37.2,41.83333333,38.9,-0.000495777,0.001337463,29.9,0.002530381,-0.007181977,0.002549701,0.001679643,40.33333333,-0.002176186,-0.004833127,39.3,-0.001722155,-0.001076025,0.001260482,-6
8\1\1982,-0.001641358,0.001248433,-3.506666667,-0.016632898,0.009775295,0.004346028,-0.001332135,0.003335273,-0.006732881,70.58943333,0.466666667,3.048700697,0.003462627,0.002612636,-0.001120897,0.000273007,0.000443767,-0.813333333,0.018083038,-0.003477508,3.8,0.733333333,38.5,45.66666667,40.4,-0.005001387,0.000179103,31.56666667,-0.019712955,0.019659449,0.002965641,-0.003088602,40.4,-0.002490067,-0.004357622,40.76666667,0.002370688,0.000754344,0.00346936,-7
11\1\1982,0.000386277,-0.006145287,-1.72,-0.02448163,0.007229655,0.015945381,0.001887407,0.007813893,-0.007939408,68.89486667,0.766666667,3.108113809,-0.00149073,-0.00188728,-0.001830951,0.012279852,0.078978383,-2.45,0.005159484,-0.003531416,2.76,7.966666667,40.46666667,47.33333333,39.13333333,-0.040064322,0.004195854,33.6,-0.020333673,-0.017410015,0.00744536,-0.003943683,43.13333333,0.002643356,-0.006439023,42.86666667,-0.000800192,0.006422154,0.020239682,-1.333333333
2\1\1983,0.005323424,-0.001036881,-0.633333333,0.00933843,-0.010180283,-0.0062181,0.013344806,0.00423641,0.005149771,70.29826667,-0.3,3.212276408,-0.005445167,-0.001125793,0.001157073,-0.004578615,0.035923603,-0.103333333,-0.011064433,0.000837943,2.456666667,2.666666667,51.43333333,49.13333333,46.76666667,0.015037664,0.004027936,40.2,0.006944362,0.009849939,0.003271344,0.002535287,57.23333333,0.00255926,-0.00275546,56.76666667,-0.002063897,0.004895334,0.004014058,2.666666667
